App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6107734,HDR,4/3/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104203,HDR,1/30/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6109717,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106115,HDR,3/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108819,HDR,4/19/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109511,HDR,4/30/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107369,HDR,3/27/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104090,HDR,1/28/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6106451,HDR,3/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109518,HDR,4/30/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105264,HDR,2/18/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105185,HDR,2/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6107933,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6105018,HDR,2/14/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107431,HDR,3/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108812,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108428,HDR,4/14/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,5/12/2025 5:00
6109067,HDR,4/23/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106483,HDR,3/12/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107635,HDR,4/2/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108476,HDR,4/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106363,HDR,3/10/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,5/12/2025 5:00
6107060,HDR,3/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109207,HDR,4/25/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6106562,HDR,3/13/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6102141,HDR,12/23/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6110034,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106618,HDR,3/14/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104652,HDR,2/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108289,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,5/12/2025 5:00
6108789,HDR,4/19/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107389,HDR,3/27/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109696,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6108187,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107869,HDR,4/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106266,HDR,3/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109603,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106806,HDR,3/17/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107859,HDR,4/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104909,VDR,2/12/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6109955,HDR,5/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6103726,HDR,1/21/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6104267,HDR,1/31/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6110000,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104521,HDR,2/5/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6106059,HDR,3/4/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108110,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109837,HDR,5/6/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109580,HDR,5/1/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6103869,HDR,1/23/2025,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104860,HDR,2/12/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106900,HDR,3/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109828,HDR,5/6/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104732,HDR,2/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106695,HDR,3/15/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106277,HDR,3/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109591,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106824,HDR,3/18/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,5/12/2025 5:00
6105693,HDR,2/26/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109479,HDR,4/30/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6106318,HDR,3/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6110065,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105597,HDR,2/25/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109447,HDR,4/29/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6107922,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109702,HDR,5/5/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6105064,HDR,2/15/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,5/12/2025 5:00
6108674,HDR,4/17/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,5/12/2025 5:00
6108368,HDR,4/14/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6110108,HDR,5/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108471,HDR,4/14/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109968,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109721,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6110013,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104402,HDR,2/3/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6106213,HDR,3/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6107667,HDR,4/2/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108583,HDR,4/16/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108928,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109601,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107525,HDR,3/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107887,HDR,4/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6103714,HDR,1/21/2025,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107286,HDR,3/26/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109907,HDR,5/7/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108074,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6108643,HDR,4/17/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108680,HDR,4/17/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6107942,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109261,HDR,4/27/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104556,HDR,2/6/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105687,HDR,2/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6103808,HDR,1/22/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106037,HDR,3/4/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6107565,HDR,3/31/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104902,HDR,2/12/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107686,HDR,4/3/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109976,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106734,HDR,3/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104950,HDR,2/13/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6105801,HDR,2/27/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106939,HDR,3/20/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,5/12/2025 5:00
6109129,HDR,4/24/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6103688,HDR,1/20/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109767,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109578,HDR,5/1/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6109278,HDR,4/27/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109015,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,5/12/2025 5:00
6106964,HDR,3/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6103907,HDR,1/24/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104757,HDR,2/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108893,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109186,HDR,4/25/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,5/12/2025 5:00
6107905,HDR,4/6/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106290,HDR,3/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109171,HDR,4/25/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109349,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107670,HDR,4/2/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106760,VDR,3/17/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Copy of DMV license needed,5/12/2025 5:00
6109177,HDR,4/25/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6105012,HDR,2/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105769,HDR,2/27/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,5/12/2025 5:00
6104280,HDR,2/1/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108700,HDR,4/18/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,5/12/2025 5:00
6104313,HDR,2/2/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105025,HDR,2/15/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108990,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108492,HDR,4/15/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109320,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105324,HDR,2/19/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108759,HDR,4/18/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106379,HDR,3/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107032,HDR,3/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108102,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108995,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108370,HDR,4/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6104272,HDR,1/31/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,5/12/2025 5:00
6109190,HDR,4/25/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108416,HDR,4/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6110045,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108719,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104342,HDR,2/3/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6104547,HDR,2/6/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6106481,HDR,3/12/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108971,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106093,HDR,3/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107587,HDR,4/1/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107706,HDR,4/3/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108555,HDR,4/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109258,HDR,4/27/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106116,HDR,3/5/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105711,HDR,2/26/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107036,HDR,3/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106473,HDR,3/12/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106614,PDR,3/14/2025,Approved - License Issued,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,5/12/2025 5:00
6109583,HDR,5/2/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6106676,HDR,3/15/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107888,HDR,4/5/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107308,HDR,3/26/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109762,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
5921787,HDR,2/6/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6105793,HDR,2/27/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109643,HDR,5/3/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105351,HDR,2/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107792,HDR,4/4/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107754,HDR,4/3/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106567,HDR,3/13/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108791,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107246,HDR,3/25/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6106339,HDR,3/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104809,PDR,2/11/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6107883,HDR,4/5/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6103573,HDR,1/17/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6104539,HDR,2/5/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6107113,HDR,3/24/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,5/12/2025 5:00
6104219,HDR,1/31/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105500,HDR,2/24/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109217,HDR,4/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108316,HDR,4/12/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,5/12/2025 5:00
6108095,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106842,HDR,3/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106721,HDR,3/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108028,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108629,HDR,4/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,5/12/2025 5:00
6108152,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6110082,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109878,HDR,5/6/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107925,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6104438,HDR,2/4/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108361,HDR,4/13/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109330,HDR,4/28/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107848,HDR,4/5/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
